crop,year,WOFOST_FLD,weather_uuid
barley,2016,9624.17530964701,8_1_0_0_0_3
barley,2017,9559.634324149127,8_1_0_0_0_3
barley,2018,9450.993835201334,8_1_0_0_0_3
barley,2019,9447.760996756357,8_1_0_0_0_3
soybean,2015,639.2836086370792,8_1_0_0_0_3
soybean,2016,697.5318065072315,8_1_0_0_0_3
soybean,2017,705.2963768667471,8_1_0_0_0_3
soybean,2018,720.5321820435263,8_1_0_0_0_3
soybean,2019,718.1570003890198,8_1_0_0_0_3
sugarbeet,2015,7391.0876576056135,8_1_0_0_0_3
sugarbeet,2016,7102.452353046225,8_1_0_0_0_3
sugarbeet,2017,7185.511131455564,8_1_0_0_0_3
sugarbeet,2018,7274.067914834306,8_1_0_0_0_3
sugarbeet,2019,7017.986031091294,8_1_0_0_0_3
barley,2015,9617.77614154026,8_1_0_0_0_4
barley,2016,9624.17530964701,8_1_0_0_0_4
barley,2017,9561.742020853124,8_1_0_0_0_4
barley,2018,9489.379746699651,8_1_0_0_0_4
barley,2019,9521.8459668403,8_1_0_0_0_4
soybean,2015,639.2836086370792,8_1_0_0_0_4
soybean,2016,697.5318065072315,8_1_0_0_0_4
soybean,2017,705.2963768667471,8_1_0_0_0_4
soybean,2018,720.5321820435263,8_1_0_0_0_4
soybean,2019,718.1570003890198,8_1_0_0_0_4
sugarbeet,2015,7994.672663506094,8_1_0_0_0_4
sugarbeet,2016,7760.131570401204,8_1_0_0_0_4
sugarbeet,2017,7937.018736107257,8_1_0_0_0_4
sugarbeet,2018,8166.321548272782,8_1_0_0_0_4
sugarbeet,2019,7967.04830188356,8_1_0_0_0_4
barley,2015,9617.77614154026,8_1_0_0_0_5
barley,2016,9624.17530964701,8_1_0_0_0_5
barley,2017,9561.742020853124,8_1_0_0_0_5
barley,2018,9489.379746699651,8_1_0_0_0_5
barley,2019,9521.8459668403,8_1_0_0_0_5
soybean,2015,639.2836086370792,8_1_0_0_0_5
soybean,2016,697.5318065072315,8_1_0_0_0_5
soybean,2017,705.2963768667471,8_1_0_0_0_5
soybean,2018,720.5321820435263,8_1_0_0_0_5
soybean,2019,718.1570003890198,8_1_0_0_0_5
sugarbeet,2015,7994.672663506094,8_1_0_0_0_5
sugarbeet,2016,7760.131570401204,8_1_0_0_0_5
sugarbeet,2017,7937.018736107257,8_1_0_0_0_5
sugarbeet,2018,8166.321548272782,8_1_0_0_0_5
sugarbeet,2019,7967.04830188356,8_1_0_0_0_5
barley,2015,9617.77614154026,8_1_0_0_0_6
barley,2016,9624.17530964701,8_1_0_0_0_6
barley,2017,9561.742020853124,8_1_0_0_0_6
barley,2018,9489.379746699651,8_1_0_0_0_6
barley,2019,9521.8459668403,8_1_0_0_0_6
soybean,2015,639.2836086370792,8_1_0_0_0_6
soybean,2016,697.5318065072315,8_1_0_0_0_6
soybean,2017,705.2963768667471,8_1_0_0_0_6
soybean,2018,720.5321820435263,8_1_0_0_0_6
soybean,2019,718.1570003890198,8_1_0_0_0_6
sugarbeet,2015,7994.672663506094,8_1_0_0_0_6
sugarbeet,2016,7760.131570401204,8_1_0_0_0_6
sugarbeet,2017,7937.018736107257,8_1_0_0_0_6
sugarbeet,2018,8166.321548272782,8_1_0_0_0_6
sugarbeet,2019,7967.04830188356,8_1_0_0_0_6
barley,2015,9617.77614154026,8_1_0_0_0_7
barley,2016,9624.17530964701,8_1_0_0_0_7
barley,2017,9561.742020853124,8_1_0_0_0_7
barley,2018,9489.379746699651,8_1_0_0_0_7
barley,2019,9521.8459668403,8_1_0_0_0_7
soybean,2015,639.2836086370792,8_1_0_0_0_7
soybean,2016,697.5318065072315,8_1_0_0_0_7
soybean,2017,705.2963768667471,8_1_0_0_0_7
soybean,2018,720.5321820435263,8_1_0_0_0_7
soybean,2019,718.1570003890198,8_1_0_0_0_7
sugarbeet,2015,7994.672663506094,8_1_0_0_0_7
sugarbeet,2016,7760.131570401204,8_1_0_0_0_7
sugarbeet,2017,7937.018736107257,8_1_0_0_0_7
sugarbeet,2018,8166.321548272782,8_1_0_0_0_7
sugarbeet,2019,7967.04830188356,8_1_0_0_0_7
barley,2015,9617.77614154026,8_1_0_0_0_8
barley,2016,9624.17530964701,8_1_0_0_0_8
barley,2017,9561.742020853124,8_1_0_0_0_8
barley,2018,9489.379746699651,8_1_0_0_0_8
barley,2019,9521.8459668403,8_1_0_0_0_8
soybean,2015,639.2836086370792,8_1_0_0_0_8
soybean,2016,697.5318065072315,8_1_0_0_0_8
soybean,2017,705.2963768667471,8_1_0_0_0_8
soybean,2018,720.5321820435263,8_1_0_0_0_8
soybean,2019,718.1570003890198,8_1_0_0_0_8
sugarbeet,2015,7994.672663506094,8_1_0_0_0_8
sugarbeet,2016,7760.131570401204,8_1_0_0_0_8
sugarbeet,2017,7937.018736107257,8_1_0_0_0_8
sugarbeet,2018,8166.321548272782,8_1_0_0_0_8
sugarbeet,2019,7967.04830188356,8_1_0_0_0_8
barley,2015,3561.611860979443,8_1_0_0_1_0
barley,2016,3676.4075263386435,8_1_0_0_1_0
barley,2017,3347.0723827024044,8_1_0_0_1_0
barley,2018,3186.9758269814624,8_1_0_0_1_0
barley,2019,3232.055673843997,8_1_0_0_1_0
soybean,2015,582.1511099221256,8_1_0_0_1_0
soybean,2016,612.8756888026859,8_1_0_0_1_0
soybean,2017,616.2651093804493,8_1_0_0_1_0
soybean,2018,607.6779164720904,8_1_0_0_1_0
soybean,2019,618.6748268270532,8_1_0_0_1_0
sugarbeet,2015,1079.0141703289605,8_1_0_0_1_0
sugarbeet,2016,1017.3663179226819,8_1_0_0_1_0
sugarbeet,2017,1008.4602171600627,8_1_0_0_1_0
sugarbeet,2018,1037.5676021137904,8_1_0_0_1_0
sugarbeet,2019,971.0327987178231,8_1_0_0_1_0
barley,2015,4401.247653139813,8_1_0_0_1_1
barley,2016,4488.773503552624,8_1_0_0_1_1
barley,2017,4152.836450958165,8_1_0_0_1_1
barley,2018,3953.492628123243,8_1_0_0_1_1
barley,2019,3970.4815059366515,8_1_0_0_1_1
soybean,2015,616.3991908860219,8_1_0_0_1_1
soybean,2016,657.5616671723383,8_1_0_0_1_1
soybean,2017,659.2285521089352,8_1_0_0_1_1
soybean,2018,656.4551974514243,8_1_0_0_1_1
soybean,2019,663.1913133569403,8_1_0_0_1_1
sugarbeet,2015,2621.4419921311523,8_1_0_0_1_1
sugarbeet,2016,2461.656569791424,8_1_0_0_1_1
sugarbeet,2017,2442.276089675234,8_1_0_0_1_1
sugarbeet,2018,2434.41911837873,8_1_0_0_1_1
sugarbeet,2019,2304.3826823544255,8_1_0_0_1_1
barley,2015,6793.164219649706,8_1_0_0_1_2
barley,2016,6788.105333910028,8_1_0_0_1_2
barley,2017,6465.892840617165,8_1_0_0_1_2
barley,2018,6208.9486583594025,8_1_0_0_1_2
barley,2019,6173.721679576587,8_1_0_0_1_2
soybean,2015,639.2836086370792,8_1_0_0_1_2
soybean,2016,697.5318065072315,8_1_0_0_1_2
soybean,2017,705.2963768667471,8_1_0_0_1_2
soybean,2018,720.5321820435263,8_1_0_0_1_2
soybean,2019,718.1570003890198,8_1_0_0_1_2
sugarbeet,2015,4858.66319814566,8_1_0_0_1_2
sugarbeet,2016,4583.725064391393,8_1_0_0_1_2
sugarbeet,2017,4583.851782916291,8_1_0_0_1_2
sugarbeet,2018,4572.492795960865,8_1_0_0_1_2
sugarbeet,2019,4354.428105254077,8_1_0_0_1_2
barley,2015,9467.448044439476,8_1_0_0_1_3
barley,2016,9364.275775825487,8_1_0_0_1_3
barley,2017,9148.803431557388,8_1_0_0_1_3
barley,2018,8919.51805234563,8_1_0_0_1_3
barley,2019,8839.944667344605,8_1_0_0_1_3
soybean,2015,639.2836086370792,8_1_0_0_1_3
soybean,2016,697.5318065072315,8_1_0_0_1_3
soybean,2017,705.2963768667471,8_1_0_0_1_3
soybean,2018,720.5321820435263,8_1_0_0_1_3
soybean,2019,718.1570003890198,8_1_0_0_1_3
sugarbeet,2015,6982.1346556646795,8_1_0_0_1_3
sugarbeet,2016,6650.227940671376,8_1_0_0_1_3
sugarbeet,2017,6683.331945271624,8_1_0_0_1_3
sugarbeet,2018,6703.31592480228,8_1_0_0_1_3
sugarbeet,2019,6411.196886133365,8_1_0_0_1_3
barley,2015,9617.77614154026,8_1_0_0_1_4
barley,2016,9624.17530964701,8_1_0_0_1_4
barley,2017,9561.742020853124,8_1_0_0_1_4
barley,2018,9489.379746699651,8_1_0_0_1_4
barley,2019,9521.8459668403,8_1_0_0_1_4
soybean,2015,639.2836086370792,8_1_0_0_1_4
soybean,2016,697.5318065072315,8_1_0_0_1_4
soybean,2017,705.2963768667471,8_1_0_0_1_4
soybean,2018,720.5321820435263,8_1_0_0_1_4
soybean,2019,718.1570003890198,8_1_0_0_1_4
sugarbeet,2015,7994.672663506094,8_1_0_0_1_4
sugarbeet,2016,7760.131570401204,8_1_0_0_1_4
sugarbeet,2017,7937.018736107257,8_1_0_0_1_4
sugarbeet,2018,8166.321548272782,8_1_0_0_1_4
sugarbeet,2019,7967.04830188356,8_1_0_0_1_4
barley,2015,9617.77614154026,8_1_0_0_1_5
barley,2016,9624.17530964701,8_1_0_0_1_5
barley,2017,9561.742020853124,8_1_0_0_1_5
barley,2018,9489.379746699651,8_1_0_0_1_5
barley,2019,9521.8459668403,8_1_0_0_1_5
soybean,2015,639.2836086370792,8_1_0_0_1_5
soybean,2016,697.5318065072315,8_1_0_0_1_5
soybean,2017,705.2963768667471,8_1_0_0_1_5
soybean,2018,720.5321820435263,8_1_0_0_1_5
soybean,2019,718.1570003890198,8_1_0_0_1_5
sugarbeet,2015,7994.672663506094,8_1_0_0_1_5
sugarbeet,2016,7760.131570401204,8_1_0_0_1_5
sugarbeet,2017,7937.018736107257,8_1_0_0_1_5
sugarbeet,2018,8166.321548272782,8_1_0_0_1_5
sugarbeet,2019,7967.04830188356,8_1_0_0_1_5
barley,2015,9617.77614154026,8_1_0_0_1_6
barley,2016,9624.17530964701,8_1_0_0_1_6
barley,2017,9561.742020853124,8_1_0_0_1_6
barley,2018,9489.379746699651,8_1_0_0_1_6
barley,2019,9521.8459668403,8_1_0_0_1_6
soybean,2015,639.2836086370792,8_1_0_0_1_6
soybean,2016,697.5318065072315,8_1_0_0_1_6
soybean,2017,705.2963768667471,8_1_0_0_1_6
soybean,2018,720.5321820435263,8_1_0_0_1_6
soybean,2019,718.1570003890198,8_1_0_0_1_6
sugarbeet,2015,7994.672663506094,8_1_0_0_1_6
sugarbeet,2016,7760.131570401204,8_1_0_0_1_6
sugarbeet,2017,7937.018736107257,8_1_0_0_1_6
sugarbeet,2018,8166.321548272782,8_1_0_0_1_6
sugarbeet,2019,7967.04830188356,8_1_0_0_1_6
barley,2015,9617.77614154026,8_1_0_0_1_7
barley,2016,9624.17530964701,8_1_0_0_1_7
barley,2017,9561.742020853124,8_1_0_0_1_7
barley,2018,9489.379746699651,8_1_0_0_1_7
barley,2019,9521.8459668403,8_1_0_0_1_7
soybean,2015,639.2836086370792,8_1_0_0_1_7
soybean,2016,697.5318065072315,8_1_0_0_1_7
soybean,2017,705.2963768667471,8_1_0_0_1_7
soybean,2018,720.5321820435263,8_1_0_0_1_7
soybean,2019,718.1570003890198,8_1_0_0_1_7
sugarbeet,2015,7994.672663506094,8_1_0_0_1_7
sugarbeet,2016,7760.131570401204,8_1_0_0_1_7
sugarbeet,2017,7937.018736107257,8_1_0_0_1_7
sugarbeet,2018,8166.321548272782,8_1_0_0_1_7
sugarbeet,2019,7967.04830188356,8_1_0_0_1_7
barley,2015,9617.77614154026,8_1_0_0_1_8
barley,2016,9624.17530964701,8_1_0_0_1_8
barley,2017,9561.742020853124,8_1_0_0_1_8
barley,2018,9489.379746699651,8_1_0_0_1_8
barley,2019,9521.8459668403,8_1_0_0_1_8
soybean,2015,639.2836086370792,8_1_0_0_1_8
soybean,2016,697.5318065072315,8_1_0_0_1_8
soybean,2017,705.2963768667471,8_1_0_0_1_8
soybean,2018,720.5321820435263,8_1_0_0_1_8
soybean,2019,718.1570003890198,8_1_0_0_1_8
sugarbeet,2015,7994.672663506094,8_1_0_0_1_8
sugarbeet,2016,7760.131570401204,8_1_0_0_1_8
sugarbeet,2017,7937.018736107257,8_1_0_0_1_8
sugarbeet,2018,8166.321548272782,8_1_0_0_1_8
sugarbeet,2019,7967.04830188356,8_1_0_0_1_8
barley,2015,3386.016765921623,8_1_0_0_2_0
barley,2016,3454.3600831840363,8_1_0_0_2_0
barley,2017,3099.411539606576,8_1_0_0_2_0
barley,2018,2889.493669781979,8_1_0_0_2_0
barley,2019,2894.139092374082,8_1_0_0_2_0
soybean,2015,545.2772919676089,8_1_0_0_2_0
soybean,2016,566.6951849182486,8_1_0_0_2_0
soybean,2017,566.802114811968,8_1_0_0_2_0
soybean,2018,550.7341263596837,8_1_0_0_2_0
soybean,2019,557.0011642200332,8_1_0_0_2_0
sugarbeet,2015,961.2242810997561,8_1_0_0_2_0
sugarbeet,2016,895.0337025403551,8_1_0_0_2_0
sugarbeet,2017,879.510894766544,8_1_0_0_2_0
sugarbeet,2018,896.8841531045726,8_1_0_0_2_0
sugarbeet,2019,826.0180597260476,8_1_0_0_2_0
barley,2015,4158.896336543201,8_1_0_0_2_1
barley,2016,4191.3595736005445,8_1_0_0_2_1
barley,2017,3829.194008855496,8_1_0_0_2_1
barley,2018,3574.728392355224,8_1_0_0_2_1
barley,2019,3545.9992556369257,8_1_0_0_2_1
soybean,2015,584.4004786581761,8_1_0_0_2_1
soybean,2016,612.1341894364431,8_1_0_0_2_1
soybean,2017,610.175839577988,8_1_0_0_2_1
soybean,2018,597.4277012002257,8_1_0_0_2_1
soybean,2019,601.733289180616,8_1_0_0_2_1
sugarbeet,2015,2359.1203250080284,8_1_0_0_2_1
sugarbeet,2016,2186.0230559004535,8_1_0_0_2_1
sugarbeet,2017,2145.142776960566,8_1_0_0_2_1
sugarbeet,2018,2108.1239763478197,8_1_0_0_2_1
sugarbeet,2019,1966.0567861406623,8_1_0_0_2_1
barley,2015,6412.448702957321,8_1_0_0_2_2
barley,2016,6356.3404667662,8_1_0_0_2_2
barley,2017,5991.8518928463045,8_1_0_0_2_2
barley,2018,5667.334846655108,8_1_0_0_2_2
barley,2019,5581.761720926483,8_1_0_0_2_2
soybean,2015,639.2836086370792,8_1_0_0_2_2
soybean,2016,695.1999684256642,8_1_0_0_2_2
soybean,2017,696.966011939949,8_1_0_0_2_2
soybean,2018,697.1395574503535,8_1_0_0_2_2
soybean,2019,695.9240253421008,8_1_0_0_2_2
sugarbeet,2015,4496.835502797139,8_1_0_0_2_2
sugarbeet,2016,4208.160233175939,8_1_0_0_2_2
sugarbeet,2017,4177.907938209264,8_1_0_0_2_2
sugarbeet,2018,4134.769108897393,8_1_0_0_2_2
sugarbeet,2019,3900.8870879211863,8_1_0_0_2_2
barley,2015,9107.24964049161,8_1_0_0_2_3
barley,2016,8935.745983772526,8_1_0_0_2_3
barley,2017,8638.24209996926,8_1_0_0_2_3
barley,2018,8329.838470086524,8_1_0_0_2_3
barley,2019,8181.999301320718,8_1_0_0_2_3
soybean,2015,639.2836086370792,8_1_0_0_2_3
soybean,2016,697.5318065072315,8_1_0_0_2_3
soybean,2017,705.2963768667471,8_1_0_0_2_3
soybean,2018,720.5321820435263,8_1_0_0_2_3
soybean,2019,718.1570003890198,8_1_0_0_2_3
sugarbeet,2015,6611.279722521004,8_1_0_0_2_3
sugarbeet,2016,6235.667215102235,8_1_0_0_2_3
sugarbeet,2017,6231.677425952524,8_1_0_0_2_3
sugarbeet,2018,6181.333003974173,8_1_0_0_2_3
sugarbeet,2019,5856.002612397312,8_1_0_0_2_3
barley,2015,9617.77614154026,8_1_0_0_2_4
barley,2016,9624.17530964701,8_1_0_0_2_4
barley,2017,9561.742020853124,8_1_0_0_2_4
barley,2018,9489.379746699651,8_1_0_0_2_4
barley,2019,9521.8459668403,8_1_0_0_2_4
soybean,2015,639.2836086370792,8_1_0_0_2_4
soybean,2016,697.5318065072315,8_1_0_0_2_4
soybean,2017,705.2963768667471,8_1_0_0_2_4
soybean,2018,720.5321820435263,8_1_0_0_2_4
soybean,2019,718.1570003890198,8_1_0_0_2_4
sugarbeet,2015,7994.672663506094,8_1_0_0_2_4
sugarbeet,2016,7760.131570401204,8_1_0_0_2_4
sugarbeet,2017,7931.59466431344,8_1_0_0_2_4
sugarbeet,2018,8028.542056932285,8_1_0_0_2_4
sugarbeet,2019,7687.4029122327975,8_1_0_0_2_4
barley,2015,9617.77614154026,8_1_0_0_2_5
barley,2016,9624.17530964701,8_1_0_0_2_5
barley,2017,9561.742020853124,8_1_0_0_2_5
barley,2018,9489.379746699651,8_1_0_0_2_5
barley,2019,9521.8459668403,8_1_0_0_2_5
soybean,2015,639.2836086370792,8_1_0_0_2_5
soybean,2016,697.5318065072315,8_1_0_0_2_5
soybean,2017,705.2963768667471,8_1_0_0_2_5
soybean,2018,720.5321820435263,8_1_0_0_2_5
soybean,2019,718.1570003890198,8_1_0_0_2_5
sugarbeet,2015,7994.672663506094,8_1_0_0_2_5
sugarbeet,2016,7760.131570401204,8_1_0_0_2_5
sugarbeet,2017,7937.018736107257,8_1_0_0_2_5
sugarbeet,2018,8166.321548272782,8_1_0_0_2_5
sugarbeet,2019,7967.04830188356,8_1_0_0_2_5
barley,2015,9617.77614154026,8_1_0_0_2_6
barley,2016,9624.17530964701,8_1_0_0_2_6
barley,2017,9561.742020853124,8_1_0_0_2_6
barley,2018,9489.379746699651,8_1_0_0_2_6
barley,2019,9521.8459668403,8_1_0_0_2_6
soybean,2015,639.2836086370792,8_1_0_0_2_6
soybean,2016,697.5318065072315,8_1_0_0_2_6
soybean,2017,705.2963768667471,8_1_0_0_2_6
soybean,2018,720.5321820435263,8_1_0_0_2_6
soybean,2019,718.1570003890198,8_1_0_0_2_6
sugarbeet,2015,7994.672663506094,8_1_0_0_2_6
sugarbeet,2016,7760.131570401204,8_1_0_0_2_6
sugarbeet,2017,7937.018736107257,8_1_0_0_2_6
sugarbeet,2018,8166.321548272782,8_1_0_0_2_6
sugarbeet,2019,7967.04830188356,8_1_0_0_2_6
barley,2015,9617.77614154026,8_1_0_0_2_7
barley,2016,9624.17530964701,8_1_0_0_2_7
barley,2017,9561.742020853124,8_1_0_0_2_7
barley,2018,9489.379746699651,8_1_0_0_2_7
barley,2019,9521.8459668403,8_1_0_0_2_7
soybean,2015,639.2836086370792,8_1_0_0_2_7
soybean,2016,697.5318065072315,8_1_0_0_2_7
soybean,2017,705.2963768667471,8_1_0_0_2_7
soybean,2018,720.5321820435263,8_1_0_0_2_7
soybean,2019,718.1570003890198,8_1_0_0_2_7
sugarbeet,2015,7994.672663506094,8_1_0_0_2_7
sugarbeet,2016,7760.131570401204,8_1_0_0_2_7
sugarbeet,2017,7937.018736107257,8_1_0_0_2_7
sugarbeet,2018,8166.321548272782,8_1_0_0_2_7
sugarbeet,2019,7967.04830188356,8_1_0_0_2_7
barley,2015,9617.77614154026,8_1_0_0_2_8
barley,2016,9624.17530964701,8_1_0_0_2_8
barley,2017,9561.742020853124,8_1_0_0_2_8
barley,2018,9489.379746699651,8_1_0_0_2_8
barley,2019,9521.8459668403,8_1_0_0_2_8
soybean,2015,639.2836086370792,8_1_0_0_2_8
soybean,2016,697.5318065072315,8_1_0_0_2_8
soybean,2017,705.2963768667471,8_1_0_0_2_8
soybean,2018,720.5321820435263,8_1_0_0_2_8
soybean,2019,718.1570003890198,8_1_0_0_2_8
sugarbeet,2015,7994.672663506094,8_1_0_0_2_8
sugarbeet,2016,7760.131570401204,8_1_0_0_2_8
sugarbeet,2017,7937.018736107257,8_1_0_0_2_8
sugarbeet,2018,8166.321548272782,8_1_0_0_2_8
sugarbeet,2019,7967.04830188356,8_1_0_0_2_8
barley,2015,3233.958060111738,8_1_0_0_3_0
barley,2016,3262.5420901470534,8_1_0_0_3_0
barley,2017,2885.804471063318,8_1_0_0_3_0
barley,2018,2633.8555611875163,8_1_0_0_3_0
barley,2019,2604.625293156685,8_1_0_0_3_0
soybean,2015,512.0297204907195,8_1_0_0_3_0
soybean,2016,526.1097482443918,8_1_0_0_3_0
soybean,2017,523.1824506648948,8_1_0_0_3_0
soybean,2018,502.1357761918844,8_1_0_0_3_0
soybean,2019,504.87402294730924,8_1_0_0_3_0
sugarbeet,2015,866.3923581393732,8_1_0_0_3_0
sugarbeet,2016,797.3486635686787,8_1_0_0_3_0
sugarbeet,2017,777.5006886159625,8_1_0_0_3_0
sugarbeet,2018,787.1579003573814,8_1_0_0_3_0
sugarbeet,2019,714.1159932809485,8_1_0_0_3_0
barley,2015,3949.4150235806446,8_1_0_0_3_1
barley,2016,3937.4659265226596,8_1_0_0_3_1
barley,2017,3549.3484105568764,8_1_0_0_3_1
barley,2018,3253.9291391784996,8_1_0_0_3_1
barley,2019,3189.182827144015,8_1_0_0_3_1
soybean,2015,549.6937331280584,8_1_0_0_3_1
soybean,2016,569.0204593332388,8_1_0_0_3_1
soybean,2017,563.8170217622345,8_1_0_0_3_1
soybean,2018,544.9061848061098,8_1_0_0_3_1
soybean,2019,545.4928534141941,8_1_0_0_3_1
sugarbeet,2015,2136.860667990783,8_1_0_0_3_1
sugarbeet,2016,1949.8459104053613,8_1_0_0_3_1
sugarbeet,2017,1894.7782090299663,8_1_0_0_3_1
sugarbeet,2018,1834.5889372997835,8_1_0_0_3_1
sugarbeet,2019,1684.0633807475183,8_1_0_0_3_1
barley,2015,6083.151770403575,8_1_0_0_3_2
barley,2016,5983.611501584534,8_1_0_0_3_2
barley,2017,5589.693079206992,8_1_0_0_3_2
barley,2018,5205.730985623725,8_1_0_0_3_2
barley,2019,5083.2372415569025,8_1_0_0_3_2
soybean,2015,627.8919700368882,8_1_0_0_3_2
soybean,2016,666.1129046112682,8_1_0_0_3_2
soybean,2017,660.7971734198195,8_1_0_0_3_2
soybean,2018,649.0850025511074,8_1_0_0_3_2
soybean,2019,646.5771053251907,8_1_0_0_3_2
sugarbeet,2015,4199.592471267822,8_1_0_0_3_2
sugarbeet,2016,3901.961753760219,8_1_0_0_3_2
sugarbeet,2017,3849.298353078729,8_1_0_0_3_2
sugarbeet,2018,3783.3697431744845,8_1_0_0_3_2
sugarbeet,2019,3540.7016895158617,8_1_0_0_3_2
barley,2015,8740.886550689092,8_1_0_0_3_3
barley,2016,8519.508396488349,8_1_0_0_3_3
barley,2017,8162.29101298421,8_1_0_0_3_3
barley,2018,7783.843627451661,8_1_0_0_3_3
barley,2019,7588.541180732593,8_1_0_0_3_3
soybean,2015,639.2836086370792,8_1_0_0_3_3
soybean,2016,697.5318065072315,8_1_0_0_3_3
soybean,2017,705.2963768667471,8_1_0_0_3_3
soybean,2018,720.5321820435263,8_1_0_0_3_3
soybean,2019,718.1570003890198,8_1_0_0_3_3
sugarbeet,2015,6274.742064951135,8_1_0_0_3_3
sugarbeet,2016,5863.237690736926,8_1_0_0_3_3
sugarbeet,2017,5814.026204825761,8_1_0_0_3_3
sugarbeet,2018,5723.83881840224,8_1_0_0_3_3
sugarbeet,2019,5377.371823941799,8_1_0_0_3_3
barley,2015,9617.77614154026,8_1_0_0_3_4
barley,2016,9624.17530964701,8_1_0_0_3_4
barley,2017,9561.742020853124,8_1_0_0_3_4
barley,2018,9489.379746699651,8_1_0_0_3_4
barley,2019,9521.8459668403,8_1_0_0_3_4
soybean,2015,639.2836086370792,8_1_0_0_3_4
soybean,2016,697.5318065072315,8_1_0_0_3_4
soybean,2017,705.2963768667471,8_1_0_0_3_4
soybean,2018,720.5321820435263,8_1_0_0_3_4
soybean,2019,718.1570003890198,8_1_0_0_3_4
sugarbeet,2015,7990.041668566118,8_1_0_0_3_4
sugarbeet,2016,7626.697924726324,8_1_0_0_3_4
sugarbeet,2017,7649.36135722364,8_1_0_0_3_4
sugarbeet,2018,7629.772311146938,8_1_0_0_3_4
sugarbeet,2019,7217.356311277498,8_1_0_0_3_4
barley,2015,9617.77614154026,8_1_0_0_3_5
barley,2016,9624.17530964701,8_1_0_0_3_5
barley,2017,9561.742020853124,8_1_0_0_3_5
barley,2018,9489.379746699651,8_1_0_0_3_5
barley,2019,9521.8459668403,8_1_0_0_3_5
soybean,2015,639.2836086370792,8_1_0_0_3_5
soybean,2016,697.5318065072315,8_1_0_0_3_5
soybean,2017,705.2963768667471,8_1_0_0_3_5
soybean,2018,720.5321820435263,8_1_0_0_3_5
soybean,2019,718.1570003890198,8_1_0_0_3_5
sugarbeet,2015,7994.672663506094,8_1_0_0_3_5
sugarbeet,2016,7760.131570401204,8_1_0_0_3_5
sugarbeet,2017,7937.018736107257,8_1_0_0_3_5
sugarbeet,2018,8166.321548272782,8_1_0_0_3_5
sugarbeet,2019,7967.04830188356,8_1_0_0_3_5
barley,2015,9617.77614154026,8_1_0_0_3_6
barley,2016,9624.17530964701,8_1_0_0_3_6
barley,2017,9561.742020853124,8_1_0_0_3_6
barley,2018,9489.379746699651,8_1_0_0_3_6
barley,2019,9521.8459668403,8_1_0_0_3_6
soybean,2015,639.2836086370792,8_1_0_0_3_6
soybean,2016,697.5318065072315,8_1_0_0_3_6
soybean,2017,705.2963768667471,8_1_0_0_3_6
